iter	Passed	Remaining
1431	38808	42494
1432	38833	42465
1433	38858	42434
1434	38882	42405
1435	38906	42374
1436	38933	42347
1437	38974	42335
1438	38999	42305
1439	39023	42275
1440	39049	42247
1441	39076	42219
1442	39098	42187
1443	39121	42155
1444	39150	42130
1445	39180	42106
1446	39205	42077
1447	39242	42060
1448	39266	42030
1449	39289	41999
1450	39314	41970
1451	39337	41938
1452	39362	41908
1453	39419	41913
1454	39447	41887
1455	39479	41865
1456	39503	41835
1457	39526	41804
1458	39551	41774
1459	39574	41743
1460	39600	41714
1461	39624	41684
1462	39649	41654
1463	39673	41624
1464	39699	41596
1465	39723	41566
1466	39748	41536
1467	39771	41505
1468	39796	41476
1469	39835	41461
1470	39863	41434
1471	39886	41403
1472	39910	41373
1473	39933	41342
1474	39959	41313
1475	40012	41313
1476	40081	41330
1477	40106	41300
1478	40131	41271
1479	40156	41241
1480	40181	41212
1481	40204	41181
1482	40237	41160
1483	40262	41130
1484	40299	41114
1485	40323	41083
1486	40349	41054
1487	40374	41025
1488	40399	40995
1489	40434	40977
1490	40458	40946
1491	40483	40917
1492	40508	40888
1493	40532	40858
1494	40556	40827
1495	40589	40807
1496	40615	40777
1497	40640	40749
1498	40665	40719
1499	40688	40688
1500	40712	40658
1501	40750	40642
1502	40776	40613
1503	40800	40583
1504	40824	40553
1505	40862	40536
1506	40886	40506
1507	40925	40491
1508	40952	40463
1509	40975	40433
1510	41003	40406
1511	41027	40376
1512	41050	40345
1513	41081	40322
1514	41105	40291
1515	41129	40261
1516	41153	40231
1517	41177	40200
1518	41201	40171
1519	41225	40140
1520	41251	40112
1521	41282	40088
1522	41313	40065
1523	41337	40035
1524	41361	40005
1525	41386	39975
1526	41410	39945
1527	41433	39914
1528	41458	39885
1529	41482	39855
1530	41506	39825
1531	41538	39803
1532	41565	39775
1533	41601	39756
1534	41624	39726
1535	41664	39711
1536	41690	39683
1537	41715	39654
1538	41740	39624
1539	41764	39595
1540	41789	39565
1541	41812	39535
1542	41837	39506
1543	41861	39476
1544	41886	39446
1545	41909	39415
1546	41933	39385
1547	41957	39355
1548	41983	39327
1549	42008	39298
1550	42033	39269
1551	42058	39239
1552	42092	39219
1553	42115	39188
1554	42140	39159
1555	42164	39129
1556	42190	39100
1557	42214	39071
1558	42239	39042
1559	42263	39012
1560	42288	38983
1561	42325	38965
1562	42349	38935
1563	42387	38918
1564	42412	38889
1565	42451	38873
1566	42475	38843
1567	42499	38813
1568	42528	38788
1569	42553	38758
1570	42576	38728
1571	42599	38697
1572	42631	38674
1573	42655	38644
1574	42679	38614
1575	42702	38584
1576	42728	38556
1577	42763	38536
1578	42787	38505
1579	42807	38472
1580	42842	38452
1581	42872	38428
1582	42906	38407
1583	42934	38381
1584	42960	38352
1585	43012	38347
1586	43068	38346
1587	43109	38331
1588	43134	38302
1589	43159	38273
1590	43191	38251
1591	43216	38221
1592	43241	38192
1593	43266	38163
1594	43291	38134
1595	43330	38118
1596	43355	38089
1597	43380	38059
1598	43404	38029
1599	43440	38010
1600	43465	37981
1601	43490	37952
1602	43514	37922
1603	43539	37893
1604	43565	37865
1605	43589	37835
1606	43614	37806
1607	43637	37776
1608	43662	37746
1609	43689	37719
1610	43724	37698
1611	43748	37669
1612	43771	37638
1613	43801	37614
1614	43827	37585
1615	43857	37561
1616	43882	37531
1617	43912	37507
1618	43943	37483
1619	43966	37452
1620	43996	37427
1621	44020	37398
1622	44045	37369
1623	44068	37339
1624	44093	37309
1625	44117	37280
1626	44142	37251
1627	44168	37222
1628	44195	37195
1629	44221	37167
1630	44246	37139
1631	44271	37109
1632	44296	37080
1633	44320	37050
1634	44346	37023
1635	44406	37023
1636	44430	36993
1637	44467	36974
1638	44492	36945
1639	44515	36915
1640	44541	36887
1641	44565	36857
1642	44589	36828
1643	44622	36805
1644	44647	36776
1645	44671	36746
1646	44695	36716
1647	44719	36687
1648	44743	36657
1649	44767	36627
1650	44790	36597
1651	44831	36581
1652	44856	36552
1653	44883	36525
1654	44910	36498
1655	44934	36468
1656	44960	36440
1657	44985	36411
1658	45009	36382
1659	45034	36353
1660	45059	36324
1661	45099	36307
1662	45123	36277
1663	45147	36247
1664	45171	36218
